Timestamp,User,Location,Door Number,Reason
Mon Mar 13 2023 00:21:05 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 13 2023 01:24:06 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 13 2023 01:24:52 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 13 2023 01:25:15 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 13 2023 01:27:23 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 13 2023 02:09:32 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 13 2023 02:10:37 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 13 2023 02:11:03 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 13 2023 04:06:06 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 13 2023 04:06:44 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 13 2023 04:07:06 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 13 2023 04:08:44 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 13 2023 21:10:55 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 13 2023 21:11:29 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 13 2023 21:11:48 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 13 2023 21:13:21 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 13 2023 22:15:43 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 13 2023 22:16:27 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 13 2023 22:16:50 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 13 2023 22:18:31 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 13 2023 23:14:05 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 13 2023 23:14:44 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 13 2023 23:15:05 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 13 2023 23:17:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Tue Mar 14 2023 00:15:58 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Tue Mar 14 2023 00:16:41 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Tue Mar 14 2023 00:17:04 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Tue Mar 14 2023 00:18:54 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Tue Mar 14 2023 02:08:04 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Tue Mar 14 2023 02:08:40 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Tue Mar 14 2023 02:09:01 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Tue Mar 14 2023 02:10:40 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Tue Mar 14 2023 03:13:42 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Tue Mar 14 2023 03:14:21 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Tue Mar 14 2023 03:14:42 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Tue Mar 14 2023 21:08:15 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Tue Mar 14 2023 21:08:54 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Tue Mar 14 2023 21:09:22 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Tue Mar 14 2023 21:11:05 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Tue Mar 14 2023 22:04:49 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Tue Mar 14 2023 22:06:06 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Tue Mar 14 2023 22:08:48 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Tue Mar 14 2023 23:00:45 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Tue Mar 14 2023 23:02:14 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Tue Mar 14 2023 23:02:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Tue Mar 14 2023 23:04:43 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Wed Mar 15 2023 00:07:01 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Wed Mar 15 2023 00:07:39 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Wed Mar 15 2023 00:08:00 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Wed Mar 15 2023 00:09:39 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Wed Mar 15 2023 01:04:53 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Wed Mar 15 2023 01:05:28 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Wed Mar 15 2023 01:05:50 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Wed Mar 15 2023 01:08:10 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Wed Mar 15 2023 02:06:49 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Wed Mar 15 2023 02:07:29 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Wed Mar 15 2023 02:07:52 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Wed Mar 15 2023 02:10:08 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Wed Mar 15 2023 03:05:09 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Wed Mar 15 2023 03:05:47 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Wed Mar 15 2023 03:06:10 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Wed Mar 15 2023 03:07:55 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Wed Mar 15 2023 21:09:03 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Wed Mar 15 2023 21:09:43 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Wed Mar 15 2023 21:10:05 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Wed Mar 15 2023 21:11:54 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Wed Mar 15 2023 22:06:44 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Wed Mar 15 2023 22:07:20 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Wed Mar 15 2023 22:07:39 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Wed Mar 15 2023 22:09:40 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Wed Mar 15 2023 23:06:56 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Wed Mar 15 2023 23:07:34 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Wed Mar 15 2023 23:07:57 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Wed Mar 15 2023 23:10:46 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Thu Mar 16 2023 00:12:12 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 00:12:56 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 00:13:19 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Thu Mar 16 2023 00:15:06 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Thu Mar 16 2023 01:04:23 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 01:04:59 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 01:05:20 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Thu Mar 16 2023 01:06:57 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Thu Mar 16 2023 02:07:40 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 02:08:14 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 02:08:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Thu Mar 16 2023 02:10:11 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Thu Mar 16 2023 03:05:49 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 03:07:02 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 03:07:26 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Thu Mar 16 2023 21:09:50 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 21:11:07 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 21:11:31 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Thu Mar 16 2023 21:13:15 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Thu Mar 16 2023 22:07:32 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 22:08:37 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 22:09:03 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Thu Mar 16 2023 22:11:26 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Thu Mar 16 2023 23:07:37 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 23:08:31 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 23:09:11 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Thu Mar 16 2023 23:11:39 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Thu Mar 16 2023 23:57:32 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Thu Mar 16 2023 23:58:07 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Thu Mar 16 2023 23:58:30 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Fri Mar 17 2023 00:00:13 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Fri Mar 17 2023 01:07:45 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Fri Mar 17 2023 01:08:21 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Fri Mar 17 2023 01:08:44 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Fri Mar 17 2023 01:10:29 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Fri Mar 17 2023 02:07:22 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Fri Mar 17 2023 02:08:05 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Fri Mar 17 2023 02:08:26 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Fri Mar 17 2023 02:10:01 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Fri Mar 17 2023 03:07:32 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Fri Mar 17 2023 03:08:12 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Fri Mar 17 2023 03:08:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Fri Mar 17 2023 03:11:01 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sat Mar 18 2023 20:11:02 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sat Mar 18 2023 20:11:54 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sat Mar 18 2023 20:12:20 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sat Mar 18 2023 20:15:02 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sat Mar 18 2023 21:16:05 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sat Mar 18 2023 21:16:42 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sat Mar 18 2023 21:17:06 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sat Mar 18 2023 21:19:02 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sat Mar 18 2023 22:07:46 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sat Mar 18 2023 22:09:00 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sat Mar 18 2023 22:09:24 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sat Mar 18 2023 22:11:47 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sat Mar 18 2023 23:10:01 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sat Mar 18 2023 23:10:44 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sat Mar 18 2023 23:11:08 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sat Mar 18 2023 23:11:12 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sun Mar 19 2023 01:09:39 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sun Mar 19 2023 01:10:15 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sun Mar 19 2023 01:10:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sun Mar 19 2023 01:12:12 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sun Mar 19 2023 02:04:23 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sun Mar 19 2023 02:05:03 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sun Mar 19 2023 02:05:28 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sun Mar 19 2023 03:03:57 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sun Mar 19 2023 03:04:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sun Mar 19 2023 03:04:58 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sun Mar 19 2023 03:07:00 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sun Mar 19 2023 20:08:49 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sun Mar 19 2023 20:09:40 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sun Mar 19 2023 20:10:00 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sun Mar 19 2023 20:11:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sun Mar 19 2023 21:06:48 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sun Mar 19 2023 21:07:25 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sun Mar 19 2023 21:07:47 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sun Mar 19 2023 21:09:30 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Sun Mar 19 2023 22:11:37 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sun Mar 19 2023 22:13:02 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sun Mar 19 2023 22:13:25 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Sun Mar 19 2023 23:02:10 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Sun Mar 19 2023 23:02:48 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Sun Mar 19 2023 23:03:09 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 20 2023 01:02:30 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 20 2023 01:03:04 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 20 2023 01:03:23 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 20 2023 02:10:22 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 20 2023 02:11:00 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 20 2023 02:11:23 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 20 2023 02:13:08 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 20 2023 21:16:41 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 20 2023 21:17:20 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 20 2023 21:17:45 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 20 2023 21:19:35 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 20 2023 22:12:43 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 18 Level 2 Pedestrian Doo',18,No access.
Mon Mar 20 2023 22:13:17 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
Mon Mar 20 2023 22:13:37 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 26 Lvl 1 Staff Entry',26,No access.
Mon Mar 20 2023 22:15:17 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 27 Lvl 2 Courtyard Behind',27,No access.
Mon Mar 20 2023 23:19:14 GMT+1100 (Australian Eastern Daylight Time),'Security Guard15 Security Guard15','Door 20 L1 Double Glass Door A',20,No access.
